what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1382579551472
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1382579558087
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1382579560740
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1382579566734
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1382579573115
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1382579573177
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1382579846427
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579849641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579861606
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579863493
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579864149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579864414
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579867846
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1382579869546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579870155
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579872775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1382579877065
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1382579877877
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1382579879327
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579879624
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1382579884148
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1382579888001
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1382579888001
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1382579888017
